Type,Air_temperature_K_,Process_temperature_K_,Rotational_speed_rpm_,Torque_Nm_,Tool_wear_min_,temperature_difference,Mechanical_Power_W_,Actual,Predicted
-0.121719174,-0.46976605,-0.8047865,-0.4653867,-0.2064735,-4.0759373,-0.8930948,-1.3857008,0,0
0.8120659,-0.69847906,-0.90677345,-1.8160417,-1.1379021,-1.5946504,-0.8031002,-0.87023723,0,0
0.15456475,-0.24856313,-0.77225846,-1.8684219,-0.47465134,-1.1553155,-4.121366,-1.290429,0,0
-0.010098854,-0.10881363,-1.1801937,-1.7262805,-0.60334927,-2.991298,-2.867968,-2.1223576,0,0
-1.4338083,0.1686443,0.3828098,3.6631498,-0.27572072,-1.0744462,1.4608136,-0.8374492,1,1
0.16117802,-0.14944068,-0.5104844,-1.3457832,-0.21190149,-2.4849415,-0.34169796,-2.0046556,0,0
-2.0348864,-0.5491482,-0.8676789,-1.8831993,0.10004739,-2.6175613,-1.0696257,-2.543324,0,0
0.8453285,-0.48065722,-2.281043,0.3984684,-0.3183755,-2.2865813,-2.1054251,-3.3908577,0,0
0.35887915,-0.81117564,-1.3742689,1.0417944,-0.5154248,1.1789131,-0.99346143,-2.8410144,0,0
0.13591334,-0.7230152,-1.1444067,-2.811524,-0.47689435,-0.97105014,-0.9456326,-1.8090553,0,0
0.16366674,-0.312208,0.65230453,-1.423235,-0.31830367,-0.87694925,-0.11884458,-0.82833105,0,0
0.067387566,0.13379924,0.124693446,-2.0548134,-0.5602064,-4.483098,-2.0392368,-1.2974895,0,0
-1.9448944,-0.42003328,-1.0685318,-1.1547297,-0.35454533,-1.6791967,-1.9267097,-3.7801986,0,0
0.14315511,-0.043497566,-0.26990756,-2.4948952,-0.63506305,-3.0165217,-0.8186478,-1.4453914,0,0
0.5472603,0.14804463,0.007059844,-1.9054273,-0.44764963,2.9534276,-0.4116986,-2.1755517,0,0
0.12844709,-0.49880457,-1.1901549,-1.7495716,-1.1114831,-1.7751923,-0.9866032,-1.3043127,0,0
-2.0673475,-0.3527611,-0.06894663,-1.2340324,-0.23533358,-2.9492674,-1.3964486,-1.6277624,0,0
0.21161862,-0.10520178,0.09911526,-1.6681246,-0.32767358,-2.5561829,-1.1237764,0.30396152,0,0
-2.0102963,0.27021933,0.0237801,-1.5538572,-0.5914161,-1.9174896,-1.9195423,-1.450657,0,0
0.023722967,0.035078794,-0.98533255,-1.9401431,-0.95601565,-0.5876988,-1.4774926,-1.3368516,0,0
0.18203257,-0.7329586,-0.16395977,-1.5433601,-0.4633278,-0.752242,-1.55457,-0.8204552,0,0
-3.142193,-0.35654134,-0.61290133,-0.6197147,-0.50754166,1.8278679,-1.5671337,-1.5881659,1,0
-2.1434271,-0.6435407,-0.017065063,-0.7418406,-1.0924909,2.887745,-0.86452925,-1.7338084,0,0
0.19757447,-0.00963012,-0.037834387,-3.9117694,-0.16656165,-1.8799844,0.06192007,-2.5008643,0,0
0.2640326,-0.18600419,-0.29669195,-2.0668714,-0.43176314,-3.2952576,-0.3557014,-1.6600628,0,0
0.167427,0.65506035,-0.46078375,-1.3708261,-0.063272044,0.8411957,-1.4599664,-0.0021618665,0,0
-2.166085,-0.93243915,-0.28086424,-0.8258306,-0.14801608,-1.1760536,-0.854189,0.35795304,0,0
0.4572906,0.120220736,0.3897178,-1.7821014,-0.21553305,-3.143047,-1.3226292,-0.21679102,0,0
0.19979188,-0.6460056,0.059003353,0.736607,-0.11881117,-3.282707,-2.4356961,-1.2657938,0,0
0.16731583,0.28185353,-0.36809933,-1.4575406,-0.19653039,-3.0990644,-1.8124553,-1.040431,0,0
-1.6738532,-0.123712614,-0.28137663,-1.2521067,-0.6402727,-0.21566014,-1.7291862,-1.4053323,0,0
0.26814708,-0.18202129,-0.1596457,2.1553676,0.61687803,-3.5200279,-2.0858471,-0.48592225,0,0
-2.0180702,-0.21790391,-0.91016656,-1.564553,-0.11869549,-2.3035738,-1.8697407,-2.3334846,0,0
0.2063532,0.06353551,-0.62174076,-1.8629925,-0.29443246,-3.141161,-0.69861925,-0.9089714,0,0
-2.1100383,-0.19931662,-0.59152925,-1.5713992,-0.1776167,-2.4439616,-1.68572,-1.2783468,0,0
-2.1613896,-0.19575818,-0.08552968,-1.0026023,0.12586543,-1.8176838,-1.472096,-2.1471794,0,0
0.14624265,-0.18980563,-0.5252063,1.5008676,1.1126717,-1.8114076,-1.8262761,8.105318,1,1
0.15071534,-0.42600116,0.73289174,-1.9205525,-0.424143,-2.067619,-0.61680156,-0.9443578,0,0
0.06900669,-0.1647799,-0.4477491,-1.8588357,-0.55927205,-3.2633047,-2.4277067,-1.584363,0,0
-1.6155207,-0.7213593,-0.9866022,-1.7870275,-0.7229959,-2.461789,-2.790107,-1.026155,0,0
0.15264468,-0.6538941,-1.1687508,-1.5760771,-0.54081607,-2.528318,-1.5933307,-3.4019392,0,0
0.084624514,-0.60923463,0.36100316,-3.0018668,-0.62689155,-1.9276534,-1.0275748,-2.20613,0,0
0.18103112,-0.09321345,-2.3125868,1.4486793,-0.061692223,-2.9485085,-1.8324119,-3.0490656,0,0
-1.7970325,-0.69391257,-0.34290904,-2.0749843,-1.1160636,-2.991368,-3.2877889,-1.7420182,0,0
0.5132528,-0.14127077,-0.52397245,-0.041790646,-0.10776679,-2.479311,-3.196772,-2.3558698,0,0
0.5922664,0.08971144,-1.3938074,0.23710556,0.23316398,-2.047946,-0.7645969,-3.7429242,0,0
0.1440879,-0.3742456,-0.9253272,-1.2554709,-0.58990645,-0.65579087,-0.94708246,-1.585002,0,0
0.17850947,-0.13862544,0.11796253,-2.1238608,-0.6129687,-2.1004813,-2.653552,-2.9320886,0,0
0.30060822,-0.43342456,-0.38122755,1.1567844,-0.34014046,-2.5113847,-0.4872815,-2.6483388,0,0
0.1104518,-0.3596283,-1.378501,-1.4939247,-0.314696,-2.2572606,-0.7873444,-3.280977,0,0
-2.4030135,-0.62766045,-0.14357048,0.5797351,-0.008115149,2.9883716,-1.0035167,-2.0548635,0,0
-1.3654234,-0.3554428,-0.40762502,-1.7351936,-0.8579819,-2.4239297,-1.1757002,-1.0753138,0,0
0.5526424,0.09928471,-1.7690878,-1.3335329,0.07514886,-3.403339,-1.6266996,-2.3639722,0,0
0.19565745,-0.2899023,-0.28834328,-1.1047945,-0.3641259,-0.1250248,-0.6451462,-0.69882315,0,0
0.29323074,-0.49421108,-0.19128078,-1.8288982,-1.0068852,-2.9236495,-3.2856772,-1.0483522,0,0
0.22041598,-0.2115721,-1.1506135,2.386755,-0.18610166,-1.4383228,-2.4118264,-3.289216,0,0
0.078902416,-0.21856816,-0.22623861,-1.7455829,-0.67711544,-2.6338253,-1.3610429,-0.9931636,0,0
-1.348825,-0.5401487,0.06507793,-1.83643,-0.7158577,-2.832583,-0.35448986,-1.9159039,0,0
-1.1853483,0.09254542,-0.25863248,-0.575223,0.13555379,-2.8822799,-1.3425641,-0.21054715,0,0
0.24961168,-0.23072498,-0.22835912,1.1226752,0.083814114,-2.805433,-1.0456017,-2.2802444,0,0
0.12033095,-0.32302654,0.3211403,-1.8729843,-0.43078586,-3.1167781,-0.36067948,-1.6557709,0,0
0.11481777,-0.45337164,-0.67167103,-2.1059859,-1.007204,-2.963503,-0.3532629,-1.2384895,0,0
0.24991572,-0.37228268,-1.095837,-0.27836102,0.3710099,-0.89102983,0.65662575,-1.4015588,0,0
-1.6867572,-0.26608348,-1.1690041,-1.6955197,-0.7537796,-2.3604875,-1.2437112,-1.547237,0,0
0.21210797,0.21083225,0.41581774,-1.0942067,0.20300014,-1.1516237,0.76404756,-2.1158433,0,0
0.25274515,-0.121761695,-1.8098172,0.68077886,-0.028693944,-2.4282663,-1.083094,-1.7863792,0,0
0.45126092,-0.04321683,-1.6379434,0.64557403,-0.43629047,1.858996,-0.48233244,-3.3871448,0,0
0.1425571,-0.28989294,0.15306053,-1.7382,-0.7348197,-3.2603889,-1.9392403,-1.0456519,0,0
-1.3345416,-0.2667437,-1.2283859,0.54579836,-0.13918698,-1.7618529,-1.4910184,-2.855699,0,0
0.26062196,-0.08060102,-1.0222565,1.3555136,-0.3412901,-0.07030855,-4.130366,-2.336802,0,0
0.113422684,-0.45892894,-0.29926845,-1.5620035,-0.5499597,-1.7019596,-3.8612568,-1.0200601,0,0
-2.4724395,-1.0035276,-0.37775847,-1.3226987,-0.14368461,0.053962354,-1.0492146,-1.3173262,0,0
0.16696852,0.20758966,-0.6518489,-1.7536255,-0.3249844,-2.9844232,-0.17929173,-0.87597805,0,0
-1.9004031,0.20653649,-0.48899576,-1.1395761,-0.5591735,-1.0418574,-1.3089929,-0.8116613,0,0
-2.2760446,-0.5458924,-0.5576172,-1.2723325,-0.38953727,0.94737595,-0.29185006,-0.81853175,0,0
-1.8938067,-0.2101936,-0.63221765,-1.8059158,0.15034647,-2.4325995,-1.3923393,-1.1453086,0,0
-1.393835,-0.2318201,-0.9320431,-2.7785447,-1.2342464,-3.4336016,0.22439958,-1.4347385,0,0
-2.2442024,-0.2223784,-0.09692163,2.1794186,-0.057709903,-2.7582588,-2.7413843,-0.53585887,0,0
-1.5814646,0.49766743,-1.7695346,1.9863802,-0.2522383,-1.8868206,-2.5493283,-2.5178769,0,0
0.47400177,-0.49507743,-0.70639265,-1.6722738,-0.6012828,-1.4786972,-3.230381,-0.033111203,0,0
0.068878755,-0.5532457,-0.059515078,-2.2767684,-0.22749496,-3.644938,-0.74591464,-1.5470544,0,0
0.19077472,-0.637344,-0.24920139,2.4909415,-0.52965915,-1.4018983,-4.196319,-2.6310043,0,0
0.17066038,-0.013462342,-0.35694802,-2.1416104,-0.57784265,-1.2590526,-3.8753402,-3.2238605,0,0
-1.8791516,-1.0748409,-0.8532541,-1.0619011,-0.35714406,-1.1656609,-2.431142,0.06938204,0,0
-0.99126804,0.13644893,-1.3075124,-1.5112461,-0.69964534,-3.5669315,-0.7460259,-1.5737978,0,0
-0.9928278,-0.28496805,0.41129762,-1.463748,-0.84146625,-2.5183399,-1.6872894,-1.1528345,0,0
-2.189187,-0.4399071,-0.43532982,-1.8481604,-0.48967487,-0.2790215,-1.6841898,-1.5391611,0,0
-2.1978981,-0.29051968,-0.45624477,-1.4851621,-0.508348,-1.2760016,-0.6561872,-1.1381958,0,0
0.4950453,-0.24153033,0.67306024,-1.5474719,-0.50462466,-1.7689874,-1.5076433,-2.4580889,0,0
-2.0675306,-0.500683,-1.456051,-1.1917151,-0.35307795,-2.1082666,-0.8104409,-3.3243423,0,0
0.13993283,-0.57853675,-1.3462621,-1.6422191,-0.39332154,-2.6310148,-2.0687892,-3.3372052,0,0
0.20048991,-0.45535856,0.48659453,1.7394644,0.14701891,-3.0637627,-2.8743706,-2.2215066,0,0
0.10373392,0.10131686,0.21289775,-2.7545836,-0.4523606,-3.723732,-1.5750724,-1.2970127,0,0
0.14894605,-0.20177658,-1.4851754,1.5178788,0.17031264,-2.2854478,-2.4444711,-3.7680876,0,0
-1.893953,-0.52388626,-0.3088935,-1.9654706,-0.40818572,-0.6199952,-1.5149627,-0.7029467,0,0
0.17011899,-0.22771752,-0.32985905,-0.8454189,-0.29756424,-1.473881,1.2963763,-1.0587664,0,0
0.124768466,-0.018841807,-0.63567704,-2.9572132,-1.2362627,-2.7419882,0.1886711,-1.2730619,0,0
0.10688352,-0.4054734,-0.3103814,-1.5750341,-0.52978486,-1.625229,-0.32901627,-0.7682221,0,0
-1.7939149,-0.6786119,0.1872912,0.3044033,0.19686809,-1.9555476,-3.7198477,-2.7885983,0,0
0.3859167,-1.1220609,-1.6506463,1.6192944,0.2707222,4.678199,-0.57030123,-0.43276924,1,1
-1.1835426,-0.65012604,0.68416595,-2.5533228,-0.59176385,-2.3851924,-0.03672449,-1.4986992,0,0
0.1656312,-0.059740797,-0.05914495,-1.9157641,-0.20352736,-3.280121,-1.8694576,-1.5607102,0,0
0.1463132,-0.2744018,-0.5203323,-1.8940732,-0.46721467,-1.2249688,-4.229879,-3.2904112,0,0
-1.744257,-0.6417746,-0.7704961,-1.7823647,-0.728435,-2.7571058,-0.3505823,-0.55147994,0,0
0.095224716,-0.08777943,-1.4406439,-1.2999382,-0.6318509,-1.5335438,-1.512015,-1.258894,0,0
0.096720815,-0.20803261,-0.8347926,-3.3791735,-1.4076321,-0.45779315,-0.66336685,-1.3783817,0,0
-2.0795567,-0.5317171,-0.76472867,-1.9441546,-0.62060344,-3.6329255,-1.7025824,-1.6622747,0,0
0.22478321,-0.7987247,-1.4867771,0.8680777,0.10635031,-2.9828906,-1.1936375,-3.1659617,0,0
0.26598033,-0.20543367,-0.022912184,-2.5836234,-0.10261905,-0.70311886,-1.646802,-2.4993627,0,0
0.60522515,0.29251015,-0.04748356,-2.1285195,-0.48899293,-2.7862818,-1.303488,-1.7758716,0,0
0.17065091,-0.42882824,0.31430346,0.13397793,-0.52877206,-1.3487301,-1.7568829,-1.5949678,0,0
-2.129043,-0.5873214,-0.12203971,-1.6543733,-0.47962257,-2.4653304,-1.7369344,-2.7605212,0,0
0.08894988,-0.4924209,-1.3578839,-2.9706879,-0.7336658,-2.1583326,-1.0719056,-1.8869295,0,0
0.0922598,0.2324042,-0.93430763,-1.4418997,-0.22840525,-4.448282,-0.52146316,-2.061354,0,0
0.1551168,0.2713841,-0.81362027,-1.1603874,-0.31887743,-2.208078,-1.8567431,-2.5644674,0,0
0.12748663,-0.6686549,-0.4481345,-1.2680146,-1.352562,4.4364195,-3.5481796,-2.065601,0,0
0.057404093,0.070394784,-0.27831376,1.3478007,-0.6075244,-3.2846823,-3.9887521,-1.7961204,0,0
